contributor	enterer	created	modified	location no	location name	ecozone	country	state	county	island	latitude	longitude	altitude value	geography comments	habitat	altered habitat	disturbance	MAT	CMT	WMT	MART	MAP	habitat comments	years	days	seasons	sampling comments	genus	species	subspecies	scats	vertebrate	mammal	bird	reptile	amphibian	fish	invertebrate	arthropod	arachnid	crustacean	insect	annelid	mollusc	plant	flower	fruit	seed	leaf	grass	tuber	fungus	lichen	reference
John Alroy	John Alroy	2018-02-11 09:22:53	2018-02-11 09:22:53	385	Huay Kha Khaeng	Indomalaya	Thailand			continent	15.320000	99.510002	340	"along the Huay Kha Khaeng river and its tributaries... Almost the entire watershed is located in the Thung Yai-Huai Kha Khaeng Wildlife Sanctuary"   four sites at elevations ranging from 180 to 500 m were studied   see Fig. 1	tropical/subtropical upland river							1500.0	"mountainous, covered in unexploited forest... a mosaic of (largely undescribed) evergreen and deciduous communities, including some large stands of bamboo"	1992			"Observations were made during November and December 1992"	Aonyx	cinereus		20		3			8	8		1		19													H. Kruuk, B. Kanchanasaka, S. O'Sullivan, and S. Wanghongsa. 1994. Niche separation in three sympatric otters Lutra perspicillata, L. lutra and Aonyx cinerea in Huai Kha Khaeng, Thailand. Biological Conservation 69:115-120.
John Alroy	John Alroy	2018-02-11 09:22:53	2018-02-11 09:22:53	385	Huay Kha Khaeng	Indomalaya	Thailand			continent	15.320000	99.510002	340	"along the Huay Kha Khaeng river and its tributaries... Almost the entire watershed is located in the Thung Yai-Huai Kha Khaeng Wildlife Sanctuary"   four sites at elevations ranging from 180 to 500 m were studied   see Fig. 1	tropical/subtropical upland river							1500.0	"mountainous, covered in unexploited forest... a mosaic of (largely undescribed) evergreen and deciduous communities, including some large stands of bamboo"	1992			"Observations were made during November and December 1992"	Lutrogale	perspicillata		53		1		4	17	47		9		16													H. Kruuk, B. Kanchanasaka, S. O'Sullivan, and S. Wanghongsa. 1994. Niche separation in three sympatric otters Lutra perspicillata, L. lutra and Aonyx cinerea in Huai Kha Khaeng, Thailand. Biological Conservation 69:115-120.
John Alroy	John Alroy	2018-02-11 09:22:53	2018-02-11 09:22:53	385	Huay Kha Khaeng	Indomalaya	Thailand			continent	15.320000	99.510002	340	"along the Huay Kha Khaeng river and its tributaries... Almost the entire watershed is located in the Thung Yai-Huai Kha Khaeng Wildlife Sanctuary"   four sites at elevations ranging from 180 to 500 m were studied   see Fig. 1	tropical/subtropical upland river							1500.0	"mountainous, covered in unexploited forest... a mosaic of (largely undescribed) evergreen and deciduous communities, including some large stands of bamboo"	1992			"Observations were made during November and December 1992"	Lutra	lutra		45		5			29	34		3		3													H. Kruuk, B. Kanchanasaka, S. O'Sullivan, and S. Wanghongsa. 1994. Niche separation in three sympatric otters Lutra perspicillata, L. lutra and Aonyx cinerea in Huai Kha Khaeng, Thailand. Biological Conservation 69:115-120.
John Alroy	John Alroy	2021-06-29 09:53:37	2021-06-29 09:53:37	386	Ikh Nartiin Chuluu Nature Reserve (2006, 2007)	Palearctic	Mongolia			continent	45.716679	109.650009		"in the Ikh Nart Nature Reserve, Dornogobi Aimag"	desert/xeric shrubland								"at the confluence of 'steppe' and 'semi-desert' ecozones and includes grasslands and shrublands in open plains, and more rugged, rocky terrain... ariw with   200 mm average annual precipitation"	2006, 2007			"We collected scats opportunistically from 15 May to 15 September in 2006 and 2007"   seeds includes "fruit and seeds"	Meles	leucurus		116		28	7	22							242			30			9						J. D. Murdoch and S. Buyandelger. 2010. An account of badger diet in an arid steppe region of Mongolia. Journal of Arid Environments 74:1348-1350.
John Alroy	John Alroy	2016-02-25 21:12:51	2021-06-29 14:00:14	387	Fushan Forest	Indomalaya	Taiwan			continent	24.433344	121.566673	700	"an area of 1097.9 hectares lying at the border of Taipei and Ilan Counties... protected and managed by the Fushan Research Station of the Taiwan Forestry Research Institute"   "most of the area" ranges from 600 to 800 m	tropical/subtropical moist broadleaf forest			18.400				2900.0	"mainly subtropical moist hardwood forest"	1993, 1994			scats were "collected along routine transects of trails and stream beds each month between February 1993 and June 1994"   "plant" matter in the table is described as seeds of five species and leaves and stems of two species (Viverricula), "plant" (Herpestes), and Ficus (Melogale), so the counts are entered as seeds	Viverricula	indica		154		61	12	17	25	2		9	1	9	146	103	3				89						S.-A. Chuang and L.-L. Lee. 1997. Food habits of three carnivore species (Viverricula indica, Herpestes urva, and Melogale moschata) in Fushan Forest, northern Taiwan. Journal of Zoology 243:71-79.
John Alroy	John Alroy	2016-02-25 21:12:51	2021-06-29 14:00:14	387	Fushan Forest	Indomalaya	Taiwan			continent	24.433344	121.566673	700	"an area of 1097.9 hectares lying at the border of Taipei and Ilan Counties... protected and managed by the Fushan Research Station of the Taiwan Forestry Research Institute"   "most of the area" ranges from 600 to 800 m	tropical/subtropical moist broadleaf forest			18.400				2900.0	"mainly subtropical moist hardwood forest"	1993, 1994			scats were "collected along routine transects of trails and stream beds each month between February 1993 and June 1994"   "plant" matter in the table is described as seeds of five species and leaves and stems of two species (Viverricula), "plant" (Herpestes), and Ficus (Melogale), so the counts are entered as seeds	Herpestes	urva		202		18	10	97	131	10		28	2	150	194	37	35				16						S.-A. Chuang and L.-L. Lee. 1997. Food habits of three carnivore species (Viverricula indica, Herpestes urva, and Melogale moschata) in Fushan Forest, northern Taiwan. Journal of Zoology 243:71-79.
John Alroy	John Alroy	2016-02-25 21:12:51	2021-06-29 14:00:14	387	Fushan Forest	Indomalaya	Taiwan			continent	24.433344	121.566673	700	"an area of 1097.9 hectares lying at the border of Taipei and Ilan Counties... protected and managed by the Fushan Research Station of the Taiwan Forestry Research Institute"   "most of the area" ranges from 600 to 800 m	tropical/subtropical moist broadleaf forest			18.400				2900.0	"mainly subtropical moist hardwood forest"	1993, 1994			scats were "collected along routine transects of trails and stream beds each month between February 1993 and June 1994"   "plant" matter in the table is described as seeds of five species and leaves and stems of two species (Viverricula), "plant" (Herpestes), and Ficus (Melogale), so the counts are entered as seeds	Melogale	moschata		67					26			12		7	63	67	1				5						S.-A. Chuang and L.-L. Lee. 1997. Food habits of three carnivore species (Viverricula indica, Herpestes urva, and Melogale moschata) in Fushan Forest, northern Taiwan. Journal of Zoology 243:71-79.
John Alroy	John Alroy	2018-02-06 21:27:15	2018-02-06 21:27:15	388	Guandaushi Forest	Indomalaya	Taiwan			medium-sized oceanic island	24.066677	121.016678	1275	"at the Guandaushi Forest... within the range of the Huisun Experimental Forest Station of National Chung Hsing University"   elevation 850 to 1700 m	tropical/subtropical moist broadleaf forest			21.000					"The climate is warm and humid, and is characterized by distinct rainy (May-September) and dry seasons (October-April)... mainly subtropical rain forest dominated by Fagaceae and Lauraceae. However, there are also patches of coniferous stands in this area"	1995 - 1998			"The main study period was from December 1995 to August 1998"   arthropod category includes "insects, millipedes, and centipedes"	Mustela	sibirica		157		65	6	8	18			109				44											H.-Y. Wu. 1999. Is there current competition between sympatric Siberian weasels (Mustela sibirica) and ferret badgers (Melogale moschata) in a subtropical forest ecosystem of Taiwan . Zoological Studies 38:443-451.
John Alroy	John Alroy	2018-02-06 21:27:15	2018-02-06 21:27:15	388	Guandaushi Forest	Indomalaya	Taiwan			medium-sized oceanic island	24.066677	121.016678	1275	"at the Guandaushi Forest... within the range of the Huisun Experimental Forest Station of National Chung Hsing University"   elevation 850 to 1700 m	tropical/subtropical moist broadleaf forest			21.000					"The climate is warm and humid, and is characterized by distinct rainy (May-September) and dry seasons (October-April)... mainly subtropical rain forest dominated by Fagaceae and Lauraceae. However, there are also patches of coniferous stands in this area"	1995 - 1998			"The main study period was from December 1995 to August 1998"   arthropod category includes "insects, millipedes, and centipedes"	Melogale	moschata		17		1	1	1				16				7											H.-Y. Wu. 1999. Is there current competition between sympatric Siberian weasels (Mustela sibirica) and ferret badgers (Melogale moschata) in a subtropical forest ecosystem of Taiwan . Zoological Studies 38:443-451.
John Alroy	John Alroy	2021-06-29 18:58:03	2021-06-29 18:58:03	389	Soutpansberg Mountains	Afrotropic	South Africa	Limpopo		continent	-23.066677	29.400009		"in the western part of the afro-montane forests of the Soutpansberg Mountains... The western Soutpansberg is part of the Vhembe Biosphere Reserve"   satellite photo in Fig. 1 shows that the area surrounds Buysdorp (basis of coordinate) and is immediately to the west of Lesheba Wilderness Reserve	tropical/subtropical savanna		grazing						"Land use of the farms surveyed in the Soutpansberg was made up of a patchwork of community, game and cattle farms, ecotourism and conservancy areas"	2007 - 2008			"100 leopard scats were collected opportunistically across the study area from May 2007 to December 2008"   the numbers of examined scats (86) and number of identified items (117) can be backed out of Table 4 by assuming the least common denominator in each row is 1 item	Panthera	pardus		86		117																					J. N. Chase Grey, S. Bell, and R. A. Hill. 2017. Leopard diets and landowner perceptions of human wildlife conflict in the Soutpansberg Mountains, South Africa. Journal for Nature Conservation 37:56-65.
John Alroy	John Alroy	2021-06-29 21:42:47	2021-06-29 21:42:47	390	North of Barstow	Nearctic	United States	California	San Bernardino	continent	35.000000	-116.930000		see Fig. 1	desert/xeric shrubland							134.0	"typical Mojave Desert scrub habitat... The majority of the study area is comprised of public lands managed by the USA Bureau of Land Management (BLM) with interspersed private inholdings"	2009 - 2014			scats were collected "From fall 2009 to summer 2014"   seed count represents pistachio nuts	Vulpes	macrotis	arsipus	1230		1131	178	272			3		387		1499			9			75						E. C. Kelly, B. L. Cypher, and D. J. Germano. 2019. Temporal variation in foraging patterns of Desert Kit Foxes (Vulpes macrotis arsipus) in the Mojave Desert, California, USA. Journal of Arid Environments 167:1-7.
John Alroy	John Alroy	2021-06-30 10:42:58	2021-06-30 10:42:58	391	Kentucky Dam	Afrotropic	South Africa	Eastern Cape		continent	-33.116676	26.641954		"a 64 km2 provincial conservation area that lies between Grahamstown and Fort Beaufort... Data collection took place next to the Kentucky dam"	desert/xeric shrubland							450.0	"The reserve falls within the Albany Thicket Biome and is dominated by the Great Fish Thicket... The area is semi-arid... Rainfall varies from 250 to 650 mm per year, with peaks in spring and autumn"	2006 - 2009			"Scat samples were collected from May 2006 to June 2009 at three latrines"   counts are given as occurrence percentages   103 scats included mammals, and it appears that there was one item per scat   there were apparently 142 arthropod items of which 10    14 were millipedes and the other 132 were insects   plant category includes "leaves, grass and seeds"	Atilax	paludinosus		133		103			78	43		14			128			78									E. Do Linh San, A. Nqinana, Z. J. K. Madikiza, and M. J. Somers. 2020. Diet of the marsh mongoose around a non-permanent reservoir: response of a generalist opportunist forager to the absence of crabs. African Zoology 55:240-244.
John Alroy	John Alroy	2021-06-30 12:00:36	2021-06-30 12:00:36	392	Zingela Game Reserve	Afrotropic	South Africa	Limpopo		continent	-22.850010	28.600010		"in the Capricorn district"   see Fig. 1	tropical/subtropical savanna			20.200				421.0	"The vegetation is classified under Limpopo Sweet Bushveld of the savanna biome"	2013, 2018			the study was "throughout 2013 and again in 2018"   there were "145 recorded food items within 128 scats" but this pertains only to mammals and does not include "bird feathers in 14 of the scats (11 ) collected and tortoise remains in 4 scats (3 )"	Hyaena	brunnea		128		145	14	4																			J. P. B. Faure, N. J. Holmes, L. H. Watson, and R. A. Hill. 2019. Brown hyaena (Parahyaena brunnea) diet composition from Zingela Game Reserve, Limpopo Province, South Africa. African Zoology 54:119-124.
John Alroy	John Alroy	2021-06-30 14:17:36	2021-06-30 14:17:36	393	Mountain Zebra National Park	Afrotropic	South Africa	Eastern Cape		continent	-32.183342	24.616676	1579	"some 27 km southwest of Cradock"   coordinate based on Mountain Zebra National Park   altitude 1200 to 1957 m	tropical/subtropical savanna								"an area of 6 536 ha... The vegetation on the higher slopes is Karroid Danthonia (Merxmuellera) Mountain Veld and that of the northern parts, False Karroid Broken Veld"	1978 - 1980			exact study interval is not discussed	Caracal	caracal		200		211	12	2																			J. H. Grobler. 1981. Feeding behaviour of the caracal Felis caracal Schreber 1776 in the Mountain Zebra National Park. South African Journal of Zoology 16:259-262.
John Alroy	John Alroy	2021-06-30 14:28:50	2021-06-30 14:28:50	394	Pilolil	Neotropic	Argentina	Neuquén		continent	-39.583344	-70.116676			temperate savanna			11.000				800.0	"The weather is cold and dry, with frost year-round and frequent snowfall... annual rainfall ranges from 600 mm to 1000 mm... Patagonian steppe, near the ecotone with the Subantarctic forest at the foothills of the Andes"	1995, 1996			"We collected scats of G. cuja from October 1995 to April 1996"	Galictis	cuja				30	1																				M. A. Diuk-Wasser and M. H. Cassini. 1998. A study on the diet of minor grisons and a preliminary analysis of their role in the control of rabbits in Patagonia. Studies on Neotropical Fauna and Environment 33:3-6.
John Alroy	John Alroy	2021-06-30 14:28:50	2021-06-30 14:28:50	395	Puesto Laguna	Neotropic	Argentina	Neuquén		continent	-39.850010	-71.066673			temperate savanna			11.000				800.0	"The weather is cold and dry, with frost year-round and frequent snowfall... annual rainfall ranges from 600 mm to 1000 mm... Patagonian steppe, near the ecotone with the Subantarctic forest at the foothills of the Andes"	1995, 1996			"We collected scats of G. cuja from October 1995 to April 1996"	Galictis	cuja				12	1																				M. A. Diuk-Wasser and M. H. Cassini. 1998. A study on the diet of minor grisons and a preliminary analysis of their role in the control of rabbits in Patagonia. Studies on Neotropical Fauna and Environment 33:3-6.
John Alroy	John Alroy	2021-06-30 14:28:50	2021-06-30 14:28:50	396	Manzanal	Neotropic	Argentina	Neuquén		continent	-40.050011	-71.050011			temperate savanna			11.000				800.0	"The weather is cold and dry, with frost year-round and frequent snowfall... annual rainfall ranges from 600 mm to 1000 mm... Patagonian steppe, near the ecotone with the Subantarctic forest at the foothills of the Andes"	1995, 1996			"We collected scats of G. cuja from October 1995 to April 1996"	Galictis	cuja				62	16	17																			M. A. Diuk-Wasser and M. H. Cassini. 1998. A study on the diet of minor grisons and a preliminary analysis of their role in the control of rabbits in Patagonia. Studies on Neotropical Fauna and Environment 33:3-6.
John Alroy	John Alroy	2021-06-30 14:36:23	2021-06-30 14:36:23	397	Namib Desert Research Station	Afrotropic	Namibia			continent	-23.550011	15.033343		"in the vicinity of the Namib Desert Research Station, Gobabeb... on the northern bank of the Kuiseb River in the Namib Desert Park"   coordinate based on Gobabeb Namib Research Institute	desert/xeric shrubland								"The riverine vegetation in the area where the collections were made consists chiefly of Acacia albida and A. erioloba, Tamarix usneoides, Salvadora persica and Euclea pseudebenus"				year of collection is not stated   Felis scats were collected in January and July and Genetta scats in March and December	Felis	lybica		199		191	30	1					20		148			27									C. T. Stuart. 1977. Analysis of Felis libyca and Genetta genetta scats from the central Namib Desert, South West Africa. Zoologica Africana 12:239-241.
John Alroy	John Alroy	2021-06-30 14:36:23	2021-06-30 14:36:23	397	Namib Desert Research Station	Afrotropic	Namibia			continent	-23.550011	15.033343		"in the vicinity of the Namib Desert Research Station, Gobabeb... on the northern bank of the Kuiseb River in the Namib Desert Park"   coordinate based on Gobabeb Namib Research Institute	desert/xeric shrubland								"The riverine vegetation in the area where the collections were made consists chiefly of Acacia albida and A. erioloba, Tamarix usneoides, Salvadora persica and Euclea pseudebenus"				year of collection is not stated   Felis scats were collected in January and July and Genetta scats in March and December	Genetta	genetta		125		121	4	1					2		76			11									C. T. Stuart. 1977. Analysis of Felis libyca and Genetta genetta scats from the central Namib Desert, South West Africa. Zoologica Africana 12:239-241.
John Alroy	John Alroy	2021-06-30 14:48:58	2021-06-30 14:48:58	398	Groothagelkraal	Afrotropic	South Africa	Western Cape		continent	-34.700008	19.550011		coordinate based on Bantamsklip	Mediterranean woodland							400.0	"coastal sand dunes, low fynbos and cliffs with small pockets of indigenous forest. There are large stands of exotic Acacia cyclops"	1981, 1982			"A total of 105 scats were collected (23 in February and 82 in April) over a period of one year (1981 1982)."	Herpestes	ichneumon		105		124	21	26		4		1	4	1	86		10				17		63				C. T. Stuart. 1983. Food of the large grey mongoose Herpestes ichneumon in the south-west Cape Province. South African Journal of Zoology 18:401-403.
John Alroy	John Alroy	2021-06-30 18:55:12	2021-06-30 18:55:12	399	Malleco National Reserve	Neotropic	Chile			continent	-38.150009	-71.800011	1400	"16,625 ha"   elevation 800 to 2000 m	temperate broadleaf/mixed forest			12.000				1400.0	"almost entirely covered by continuous old and second-growth native forest... Climate is moist-temperate"   "Vegetation at the study site is dominated" by Nothofagus and Lophozonia	2001		summer,autumn	scats were "collected opportunistically between the austral mid-summer and early autumn 2001 (19 21 February, 15 20 March, and 12 19 April) along footpaths and roads crossing forest stands"	Leopardus	guigna		39		49	5	18							32												R. A. Figueroa, E. S. Corales, and J. R. Rau. 2018. Prey of the g i a (Leopardus guigna) in an Andean mixed southern beech forest, southern Chile. Studies on Neotropical Fauna and Environment 53:211-218.
John Alroy	John Alroy	2021-06-30 19:13:57	2021-06-30 19:13:57	400	Serra do Tabuleiro State Park	Neotropic	Brazil	Santa Catarina		continent	-27.826954	-48.620289	625	"approximately 85,000 hectares"   elevation 0 to 1250 m	tropical/subtropical moist broadleaf forest			20.500	16.300	24.600		1700.0	"dense rainforests, mixed broadleaf Araucaria forests, montane grasslands, and a coastal area of mangroves and restingas... The study site was located in the restinga habitat... humid mesothermal (Cfa), with hot summers... The restinga habitat at STSP consists predominantly of herbaceous and shrub vegetation with a few trees and shrubs in drier areas and on sandy ridges"	2005 - 2007			"Fieldwork was conducted biweekly between December 2005 and December 2007. Scat samples were collected along four trails, in an area of approximately 40 km2"	Leopardus	guttulus		93		65	55	24							5												M. A. Tortato, L. G. R. Oliveira-Santos, M. O. Moura, and T. G. de Oliveira. 2021. Small prey for small cats: the importance of prey-size in the diet of southern tiger cat Leopardus guttulus in a competitor-free environment. Studies on Neotropical Fauna and Environment x:1-12.
John Alroy	John Alroy	2021-06-30 19:21:40	2021-06-30 19:21:40	401	Núcleo Santa Virgínia	Neotropic	Brazil	São Paulo		continent	-23.341677	-45.116676	1015	"in the N cleo Santa Virg nia, Parque Estadual Serra do Mar... in the municipality of S o Lu s do Paraitinga... This park has a total area of approximately 5000ha, and ranges from 870 to 1160 m elevation"	tropical/subtropical moist broadleaf forest							2180.0	"The climate is hot and humid with no distinct dry season... The predominant vegetation is the Montane Dense Ombrophilous Forest, characterized by a vegetation mosaic. Most of the study area (60 ) is composed of primary forest"	1997			"From January through December 1997, I collected monthly felid scats and regurgitation samples on the park trails and clearings"   Leopardus tigrinus material is reassigned to Lepardus guttulus based on geography	Leopardus	pardalis		17		20	6	4																			E. Wang. 2002. Diets of Ocelots (Leopardus pardalis), Margays (L. wiedii), and Oncillas (L. tigrinus) in the Atlantic Rainforest in Southeast Brazil. Studies on Neotropical Fauna and Environment 37:207-212.
John Alroy	John Alroy	2021-06-30 19:21:40	2021-06-30 19:21:40	401	Núcleo Santa Virgínia	Neotropic	Brazil	São Paulo		continent	-23.341677	-45.116676	1015	"in the N cleo Santa Virg nia, Parque Estadual Serra do Mar... in the municipality of S o Lu s do Paraitinga... This park has a total area of approximately 5000ha, and ranges from 870 to 1160 m elevation"	tropical/subtropical moist broadleaf forest							2180.0	"The climate is hot and humid with no distinct dry season... The predominant vegetation is the Montane Dense Ombrophilous Forest, characterized by a vegetation mosaic. Most of the study area (60 ) is composed of primary forest"	1997			"From January through December 1997, I collected monthly felid scats and regurgitation samples on the park trails and clearings"   Leopardus tigrinus material is reassigned to Lepardus guttulus based on geography	Leopardus	wiedii		20		29	7	3																			E. Wang. 2002. Diets of Ocelots (Leopardus pardalis), Margays (L. wiedii), and Oncillas (L. tigrinus) in the Atlantic Rainforest in Southeast Brazil. Studies on Neotropical Fauna and Environment 37:207-212.
John Alroy	John Alroy	2021-06-30 19:21:40	2021-06-30 19:21:40	401	Núcleo Santa Virgínia	Neotropic	Brazil	São Paulo		continent	-23.341677	-45.116676	1015	"in the N cleo Santa Virg nia, Parque Estadual Serra do Mar... in the municipality of S o Lu s do Paraitinga... This park has a total area of approximately 5000ha, and ranges from 870 to 1160 m elevation"	tropical/subtropical moist broadleaf forest							2180.0	"The climate is hot and humid with no distinct dry season... The predominant vegetation is the Montane Dense Ombrophilous Forest, characterized by a vegetation mosaic. Most of the study area (60 ) is composed of primary forest"	1997			"From January through December 1997, I collected monthly felid scats and regurgitation samples on the park trails and clearings"   Leopardus tigrinus material is reassigned to Lepardus guttulus based on geography	Leopardus	guttulus		24		38	15	4																			E. Wang. 2002. Diets of Ocelots (Leopardus pardalis), Margays (L. wiedii), and Oncillas (L. tigrinus) in the Atlantic Rainforest in Southeast Brazil. Studies on Neotropical Fauna and Environment 37:207-212.
John Alroy	John Alroy	2021-06-30 19:35:39	2021-06-30 19:35:39	402	Kamberg Nature Reserve	Afrotropic	South Africa	KwaZulu-Natal		continent	-29.066677	29.716677		"in the Kamberg Nature Reserve and on adjacent farmland in the Kamberg area"	tropical/subtropical savanna		grazing						"Sheep lambs were present on two farms"				period of study is not indicated   "Scats were collected along paths, roads, and in long grass"	Leptailurus	serval		90		243	21	4							3												J. M. Bowland and M. R. Perrin. 1993. Diet of serval Felis serval in a highland region of Natal. South African Journal of Zoology 28:132-135.
John Alroy	John Alroy	2021-06-30 19:44:21	2021-06-30 19:44:21	403	Monumento Natural Bosques Petrificados National Park	Neotropic	Argentina	Santa Cruz		continent	-47.664734	-67.995567		"a protected area covering about 60 000 ha belonging to the Departamento Deseado"	desert/xeric shrubland							200.0	"Annual rainfall ranged between 100 and 300 mm... Most of the country was covered by tussock grasses and low, dome shaped, spindly shrubs... with cover ranging from less than 10  in the most arid areas to 460 "	1999, 2000			"We collected... by walking secondary roads" during "September 1999 to March 2000" and "May to August 2000"	Lycalopex	culpaeus		316		273	38	4				24								77							S. C. Zapata, A. Travaini, M. Delibes, and R. Martínez-Peck. 2005. Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia. Studies on Neotropical Fauna and Environment 40:97-103.
John Alroy	John Alroy	2021-06-30 19:44:21	2021-06-30 19:44:21	403	Monumento Natural Bosques Petrificados National Park	Neotropic	Argentina	Santa Cruz		continent	-47.664734	-67.995567		"a protected area covering about 60 000 ha belonging to the Departamento Deseado"	desert/xeric shrubland							200.0	"Annual rainfall ranged between 100 and 300 mm... Most of the country was covered by tussock grasses and low, dome shaped, spindly shrubs... with cover ranging from less than 10  in the most arid areas to 460 "	1999, 2000			"We collected... by walking secondary roads" during "September 1999 to March 2000" and "May to August 2000"	Lycalopex	griseus		203		185	13	4				194								2							S. C. Zapata, A. Travaini, M. Delibes, and R. Martínez-Peck. 2005. Food habits and resource partitioning between grey and culpeo foxes in southeastern Argentine Patagonia. Studies on Neotropical Fauna and Environment 40:97-103.
John Alroy	John Alroy	2021-06-30 20:09:16	2021-06-30 20:09:16	404	Benfontein Game Reserve	Afrotropic	South Africa	Northern Cape		continent	-28.833344	24.833344			tropical/subtropical savanna								none given	2008, 2009			the study was "between June 2008 and December 2009"	Proteles	cristata		246									10		245												J. L. de Vries, C. W. W. Pirk, P. W. Bateman, E. Z. Cameron, and F. Dalerum. 2011. Extension of the diet of an extreme foraging specialist, the aardwolf (Proteles cristata). African Zoology 46:194-196.
John Alroy	John Alroy	2021-06-30 21:06:38	2021-06-30 21:06:38	49	Taohong Village	Indomalaya	China	Jiangxi		continent	29.800011	116.666679	283	"about 15 km south of the Yangtze River"   elevation 30 to 536 m	temperate broadleaf/mixed forest		agriculture	16.300				1326.0	"moist monsoon... with seasonal changes that are typical in temperate climates... All arable lands at the bottom of the valley are under cultivation, as are many gentle hills and slopes. At higher elevations the major vegetation is a combination of tall grasses... and secondary growth of shrub species"	1994 - 1996			home ranges are MCPs based only on daybeds and therefore might be underestimates   day ranges are "distances moved between consecutive daybeds"   data on Paguma, Viverricula, and Herpestes come from Wang and Fuller (2001, Mammalian Biology, ER ref 1974)   one Viverricula indica record was not entered because there were only 3 locations   diet data are from Wang and Fuller (2003, Mammalia) and were collected from "June 1992 to November 1994"   scats were originally identified as Arctonyx collaris	Viverricula	indica		44		41	9							1	17			1		6	2	4					H. Wang and T. K. Fuller. 2003. Food habits of four sympatric carnivores in southeastern China. Mammalia 67:513-519.
John Alroy	John Alroy	2021-06-30 21:06:38	2021-06-30 21:06:38	49	Taohong Village	Indomalaya	China	Jiangxi		continent	29.800011	116.666679	283	"about 15 km south of the Yangtze River"   elevation 30 to 536 m	temperate broadleaf/mixed forest		agriculture	16.300				1326.0	"moist monsoon... with seasonal changes that are typical in temperate climates... All arable lands at the bottom of the valley are under cultivation, as are many gentle hills and slopes. At higher elevations the major vegetation is a combination of tall grasses... and secondary growth of shrub species"	1994 - 1996			home ranges are MCPs based only on daybeds and therefore might be underestimates   day ranges are "distances moved between consecutive daybeds"   data on Paguma, Viverricula, and Herpestes come from Wang and Fuller (2001, Mammalian Biology, ER ref 1974)   one Viverricula indica record was not entered because there were only 3 locations   diet data are from Wang and Fuller (2003, Mammalia) and were collected from "June 1992 to November 1994"   scats were originally identified as Arctonyx collaris	Herpestes	urva		112		79	9	50	1	1		1		49	60		16			11			9				H. Wang and T. K. Fuller. 2003. Food habits of four sympatric carnivores in southeastern China. Mammalia 67:513-519.
John Alroy	John Alroy	2021-06-30 21:06:38	2021-06-30 21:06:38	49	Taohong Village	Indomalaya	China	Jiangxi		continent	29.800011	116.666679	283	"about 15 km south of the Yangtze River"   elevation 30 to 536 m	temperate broadleaf/mixed forest		agriculture	16.300				1326.0	"moist monsoon... with seasonal changes that are typical in temperate climates... All arable lands at the bottom of the valley are under cultivation, as are many gentle hills and slopes. At higher elevations the major vegetation is a combination of tall grasses... and secondary growth of shrub species"	1994 - 1996			home ranges are MCPs based only on daybeds and therefore might be underestimates   day ranges are "distances moved between consecutive daybeds"   data on Paguma, Viverricula, and Herpestes come from Wang and Fuller (2001, Mammalian Biology, ER ref 1974)   one Viverricula indica record was not entered because there were only 3 locations   diet data are from Wang and Fuller (2003, Mammalia) and were collected from "June 1992 to November 1994"   scats were originally identified as Arctonyx collaris	Paguma	larvata		37		10	1								8					50			1				H. Wang and T. K. Fuller. 2003. Food habits of four sympatric carnivores in southeastern China. Mammalia 67:513-519.
John Alroy	John Alroy	2021-06-30 21:06:38	2021-06-30 21:06:38	49	Taohong Village	Indomalaya	China	Jiangxi		continent	29.800011	116.666679	283	"about 15 km south of the Yangtze River"   elevation 30 to 536 m	temperate broadleaf/mixed forest		agriculture	16.300				1326.0	"moist monsoon... with seasonal changes that are typical in temperate climates... All arable lands at the bottom of the valley are under cultivation, as are many gentle hills and slopes. At higher elevations the major vegetation is a combination of tall grasses... and secondary growth of shrub species"	1994 - 1996			home ranges are MCPs based only on daybeds and therefore might be underestimates   day ranges are "distances moved between consecutive daybeds"   data on Paguma, Viverricula, and Herpestes come from Wang and Fuller (2001, Mammalian Biology, ER ref 1974)   one Viverricula indica record was not entered because there were only 3 locations   diet data are from Wang and Fuller (2003, Mammalia) and were collected from "June 1992 to November 1994"   scats were originally identified as Arctonyx collaris	Arctonyx	albogularis		45		49	2	2							4		17	1									H. Wang and T. K. Fuller. 2003. Food habits of four sympatric carnivores in southeastern China. Mammalia 67:513-519.
John Alroy	John Alroy	2021-07-16 13:48:53	2021-07-16 13:48:53	406	Quilquihue	Neotropic	Argentina	Neuquén		continent	-40.099998	-71.190002	800	"Quilquihue" (presumably along the Rio Quilquihue, basis of coordinate)   "plains at 700-900 m above sea level"	temperate savanna								"Vegetation is a mixed steppe of grass and shrubs... Grison feces were collected in small and medium-sized caves at the base of rock piles and cliffs"	1994, 1995			"Feces were collected mainly between November 1994 and February 1995"   some data for Pilolil (see) are also given	Galictis	cuja		139		145	5	7							4												M. Delibes, A. Travaini, S. C. Zapata, and F. Palomares. 2003. Alien mammals and the trophic position of the lesser grison (Galictis cuja) in Argentinean Patagonia. Canadian Journal of Zoology 81:157-162.
